boundary,volume,total_pairs,n1,n2,sector_dimension,configurations_checked,mean_sum_N_exact,mean_D_exact,mean_C4_exact,baseline_D_exact,selector_shift_per_A4_exact,leakage_squared_exact,leakage_squared_formula_exact,leakage_squared_per_A4_squared_exact,singular_value_exact,singular_value_decimal,min_C4_exact,max_C4_exact,distinct_C4_values,agp_invariant,centered_action_sum_zero,centered_action_norm_exact,open_decomposition_exact
periodic,9,12,6,6,7056,7056,48,284,2597/125,228,56,30527/15625,30527/15625,1424/7,sqrt(30527/15625),1.39775820512705,2352/125,686/25,11,NO,YES,YES,YES
periodic,9,13,6,7,3024,3024,52,976/3,18179/750,260,196/3,210602/140625,210602/140625,9824/63,sqrt(210602/140625),1.22377049409692,5537/250,7301/250,9,NO,YES,YES,YES
periodic,9,14,6,8,756,756,56,1106/3,20923/750,294,224/3,503867/562500,503867/562500,5876/63,sqrt(503867/562500),0.946447862037606,3283/125,3871/125,7,NO,YES,YES,YES
periodic,9,15,6,9,84,84,60,414,3969/125,330,84,3087/12500,3087/12500,180/7,sqrt(3087/12500),0.496950701780368,7791/250,8183/250,3,NO,YES,YES,YES
periodic,9,7,7,0,36,36,28,98,686/125,98,0,7203/62500,7203/62500,12,sqrt(7203/62500),0.3394819582835,1323/250,1519/250,2,NO,YES,YES,YES
periodic,9,8,7,1,324,324,32,1178/9,18277/2250,120,98/9,3138107/5062500,3138107/5062500,5228/81,sqrt(3138107/5062500),0.787320130349987,882/125,1176/125,4,NO,YES,YES,YES
periodic,9,9,7,2,1296,1296,36,1492/9,24647/2250,144,196/9,1409387/1265625,1409387/1265625,9392/81,sqrt(1409387/1265625),1.05526760984836,441/50,3381/250,7,NO,YES,YES,YES
periodic,9,10,7,3,3024,3024,40,608/3,5243/375,170,98/3,210602/140625,210602/140625,9824/63,sqrt(210602/140625),1.22377049409692,1519/125,441/25,8,NO,YES,YES,YES
periodic,9,11,7,4,4536,4536,44,2174/9,3871/225,198,392/9,8637083/5062500,8637083/5062500,100724/567,sqrt(8637083/5062500),1.30617398118926,3871/250,5439/250,9,NO,YES,YES,YES
periodic,9,12,7,5,4536,4536,48,2542/9,46403/2250,228,490/9,8637083/5062500,8637083/5062500,100724/567,sqrt(8637083/5062500),1.30617398118926,2352/125,3234/125,10,NO,YES,YES,YES
periodic,9,13,7,6,3024,3024,52,976/3,18179/750,260,196/3,210602/140625,210602/140625,9824/63,sqrt(210602/140625),1.22377049409692,5537/250,7301/250,9,NO,YES,YES,YES
periodic,9,14,7,7,1296,1296,56,3332/9,31556/1125,294,686/9,1409387/1265625,1409387/1265625,9392/81,sqrt(1409387/1265625),1.05526760984836,3283/125,4067/125,8,NO,YES,YES,YES
periodic,9,15,7,8,324,324,60,3754/9,36064/1125,330,784/9,3138107/5062500,3138107/5062500,5228/81,sqrt(3138107/5062500),0.787320130349987,7791/250,343/10,4,NO,YES,YES,YES
periodic,9,16,7,9,36,36,64,466,1813/50,368,98,7203/62500,7203/62500,12,sqrt(7203/62500),0.3394819582835,4508/125,4606/125,2,NO,YES,YES,YES
periodic,9,8,8,0,9,9,32,120,882/125,120,0,0,0,0,0,0,882/125,882/125,1,YES,YES,YES,YES
periodic,9,9,8,1,81,81,36,1408/9,22589/2250,144,112/9,364952/1265625,364952/1265625,2432/81,sqrt(364952/1265625),0.53698895314752,441/50,2597/250,3,NO,YES,YES,YES
periodic,9,10,8,2,324,324,40,1754/9,29743/2250,170,224/9,3138107/5062500,3138107/5062500,5228/81,sqrt(3138107/5062500),0.787320130349987,1519/125,1813/125,4,NO,YES,YES,YES
periodic,9,11,8,3,756,756,44,706/3,6223/375,198,112/3,503867/562500,503867/562500,5876/63,sqrt(503867/562500),0.946447862037606,3871/250,931/50,5,NO,YES,YES,YES
periodic,9,12,8,4,1134,1134,48,2500/9,22687/1125,228,448/9,10633/10125,10633/10125,62000/567,sqrt(10633/10125),1.02477941016893,2352/125,2842/125,6,NO,YES,YES,YES
periodic,9,13,8,5,1134,1134,52,2900/9,53851/2250,260,560/9,10633/10125,10633/10125,62000/567,sqrt(10633/10125),1.02477941016893,5537/250,6713/250,7,NO,YES,YES,YES
periodic,9,14,8,6,756,756,56,1106/3,20923/750,294,224/3,503867/562500,503867/562500,5876/63,sqrt(503867/562500),0.946447862037606,3283/125,3871/125,7,NO,YES,YES,YES
periodic,9,15,8,7,324,324,60,3754/9,36064/1125,330,784/9,3138107/5062500,3138107/5062500,5228/81,sqrt(3138107/5062500),0.787320130349987,7791/250,343/10,4,NO,YES,YES,YES
periodic,9,16,8,8,81,81,64,4208/9,40964/1125,368,896/9,364952/1265625,364952/1265625,2432/81,sqrt(364952/1265625),0.53698895314752,4508/125,4704/125,3,NO,YES,YES,YES
periodic,9,17,8,9,9,9,68,520,10241/250,408,112,0,0,0,0,0,10241/250,10241/250,1,YES,YES,YES,YES
periodic,9,9,9,0,1,1,36,144,441/50,144,0,0,0,0,0,0,441/50,441/50,1,YES,YES,YES,YES
periodic,9,10,9,1,9,9,40,184,1519/125,170,14,0,0,0,0,0,1519/125,1519/125,1,YES,YES,YES,YES
periodic,9,11,9,2,36,36,44,226,392/25,198,28,7203/62500,7203/62500,12,sqrt(7203/62500),0.3394819582835,3871/250,4067/250,2,NO,YES,YES,YES
periodic,9,12,9,3,84,84,48,270,4851/250,228,42,3087/12500,3087/12500,180/7,sqrt(3087/12500),0.496950701780368,2352/125,2548/125,3,NO,YES,YES,YES
periodic,9,13,9,4,126,126,52,316,5831/250,260,56,1029/3125,1029/3125,240/7,sqrt(1029/3125),0.573829242893737,5537/250,49/2,4,NO,YES,YES,YES
periodic,9,14,9,5,126,126,56,364,686/25,294,70,1029/3125,1029/3125,240/7,sqrt(1029/3125),0.573829242893737,3283/125,3577/125,4,NO,YES,YES,YES
periodic,9,15,9,6,84,84,60,414,3969/125,330,84,3087/12500,3087/12500,180/7,sqrt(3087/12500),0.496950701780368,7791/250,8183/250,3,NO,YES,YES,YES
periodic,9,16,9,7,36,36,64,466,1813/50,368,98,7203/62500,7203/62500,12,sqrt(7203/62500),0.3394819582835,4508/125,4606/125,2,NO,YES,YES,YES
periodic,9,17,9,8,9,9,68,520,10241/250,408,112,0,0,0,0,0,10241/250,10241/250,1,YES,YES,YES,YES
periodic,9,18,9,9,1,1,72,576,5733/125,450,126,0,0,0,0,0,5733/125,5733/125,1,YES,YES,YES,YES
