boundary,volume,total_pairs,n1,n2,sector_dimension,configurations_checked,mean_sum_N_exact,mean_D_exact,mean_C4_exact,baseline_D_exact,selector_shift_per_A4_exact,leakage_squared_exact,leakage_squared_formula_exact,leakage_squared_per_A4_squared_exact,singular_value_exact,singular_value_decimal,min_C4_exact,max_C4_exact,distinct_C4_values,agp_invariant,centered_action_sum_zero,centered_action_norm_exact,open_decomposition_exact
open,8,6,6,0,28,28,21,72,3969/1000,72,0,291207/1000000,291207/1000000,849/28,sqrt(291207/1000000),0.539635988421825,833/250,637/125,5,NO,YES,YES,YES
open,8,7,6,1,224,224,49/2,100,12397/2000,91,9,4538919/4000000,4538919/4000000,13233/112,sqrt(4538919/4000000),1.0652369454727,2107/500,2107/250,13,NO,YES,YES,YES
open,8,8,6,2,784,784,28,130,1078/125,112,18,1007391/500000,1007391/500000,2937/14,sqrt(1007391/500000),1.4194301673559,637/125,1568/125,27,NO,YES,YES,YES
open,8,9,6,3,1568,1568,63/2,162,22491/2000,135,27,11116287/4000000,11116287/4000000,32409/112,sqrt(11116287/4000000),1.66705481313603,1911/250,833/50,34,NO,YES,YES,YES
open,8,10,6,4,1960,1960,35,196,14063/1000,160,36,661647/200000,661647/200000,9645/28,sqrt(661647/200000),1.81885540931653,1274/125,2597/125,38,NO,YES,YES,YES
open,8,11,6,5,1568,1568,77/2,232,34153/2000,187,45,14063343/4000000,14063343/4000000,41001/112,sqrt(14063343/4000000),1.87505619915777,3381/250,6027/250,31,NO,YES,YES,YES
open,8,12,6,6,784,784,42,270,10143/500,216,54,1674183/500000,1674183/500000,4881/14,sqrt(1674183/500000),1.82985409254399,2107/125,686/25,24,NO,YES,YES,YES
open,8,13,6,7,224,224,91/2,310,47383/2000,247,63,11140983/4000000,11140983/4000000,32481/112,sqrt(11140983/4000000),1.66890555454765,5243/250,14553/500,12,NO,YES,YES,YES
open,8,14,6,8,28,28,49,352,27293/1000,280,72,1838823/1000000,1838823/1000000,5361/28,sqrt(1838823/1000000),1.35603207926656,3234/125,7693/250,5,NO,YES,YES,YES
open,8,7,7,0,8,8,49/2,91,10633/2000,91,0,583443/4000000,583443/4000000,243/16,sqrt(583443/4000000),0.381917203068937,637/125,2989/500,2,NO,YES,YES,YES
open,8,8,7,1,64,64,28,245/2,7889/1000,112,21/2,1750329/2000000,1750329/2000000,729/8,sqrt(1750329/2000000),0.935502271509802,2989/500,931/100,7,NO,YES,YES,YES
open,8,9,7,2,224,224,63/2,156,4263/400,135,21,6679239/4000000,6679239/4000000,19473/112,sqrt(6679239/4000000),1.29221118630044,1911/250,6713/500,13,NO,YES,YES,YES
open,8,10,7,3,448,448,35,383/2,6811/500,160,63/2,947709/400000,947709/400000,13815/56,sqrt(947709/400000),1.53924413268331,1274/125,8771/500,18,NO,YES,YES,YES
open,8,11,7,4,560,560,77/2,229,6713/400,187,42,11383827/4000000,11383827/4000000,33189/112,sqrt(11383827/4000000),1.6869963692907,3381/250,10829/500,21,NO,YES,YES,YES
open,8,12,7,5,448,448,42,537/2,20139/1000,216,105/2,6010389/2000000,6010389/2000000,17523/56,sqrt(6010389/2000000),1.73354968201087,2107/125,12887/500,21,NO,YES,YES,YES
open,8,13,7,6,224,224,91/2,310,47383/2000,247,63,11140983/4000000,11140983/4000000,32481/112,sqrt(11140983/4000000),1.66890555454765,5243/250,14553/500,12,NO,YES,YES,YES
open,8,14,7,7,64,64,49,707/2,686/25,280,147/2,4314597/2000000,4314597/2000000,1797/8,sqrt(4314597/2000000),1.46877448915754,3234/125,7889/250,7,NO,YES,YES,YES
open,8,15,7,8,8,8,105/2,399,62769/2000,315,84,7203/6400,7203/6400,1875/16,sqrt(7203/6400),1.06088111963594,7693/250,16611/500,2,NO,YES,YES,YES
open,8,8,8,0,1,1,28,112,343/50,112,0,0,0,0,0,0,343/50,343/50,1,YES,YES,YES,YES
open,8,9,8,1,8,8,63/2,147,19551/2000,135,12,2081667/4000000,2081667/4000000,867/16,sqrt(2081667/4000000),0.721399161352437,4263/500,1274/125,2,NO,YES,YES,YES
open,8,10,8,2,28,28,35,184,12887/1000,160,24,229467/200000,229467/200000,3345/28,sqrt(229467/200000),1.07113724610808,1274/125,3577/250,5,NO,YES,YES,YES
open,8,11,8,3,56,56,77/2,223,32389/2000,187,36,1369599/800000,1369599/800000,19965/112,sqrt(1369599/800000),1.30843370103342,3381/250,2303/125,8,NO,YES,YES,YES
open,8,12,8,4,70,70,42,264,9849/500,216,48,103929/50000,103929/50000,1515/7,sqrt(103929/50000),1.44172812971101,2107/125,1127/50,10,NO,YES,YES,YES
open,8,13,8,5,56,56,91/2,307,9359/400,247,60,1715343/800000,1715343/800000,25005/112,sqrt(1715343/800000),1.46430145461923,5243/250,3332/125,8,NO,YES,YES,YES
open,8,14,8,6,28,28,49,352,27293/1000,280,72,1838823/1000000,1838823/1000000,5361/28,sqrt(1838823/1000000),1.35603207926656,3234/125,7693/250,5,NO,YES,YES,YES
open,8,15,8,7,8,8,105/2,399,62769/2000,315,84,7203/6400,7203/6400,1875/16,sqrt(7203/6400),1.06088111963594,7693/250,16611/500,2,NO,YES,YES,YES
open,8,16,8,8,1,1,56,448,4459/125,352,96,0,0,0,0,0,4459/125,4459/125,1,YES,YES,YES,YES
open,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,YES,YES,YES,YES
open,9,1,0,1,9,9,32/9,64/9,196/1125,64/9,0,16807/10125000,16807/10125000,14/81,sqrt(16807/10125000),0.0407424915448718,49/500,49/250,2,NO,YES,YES,YES
open,9,2,0,2,36,36,64/9,16,196/375,16,0,521017/4500000,521017/4500000,217/18,sqrt(521017/4500000),0.340266888714661,49/250,147/125,5,NO,YES,YES,YES
open,9,3,0,3,84,84,32/3,80/3,392/375,80/3,0,1169287/4500000,1169287/4500000,487/18,sqrt(1169287/4500000),0.509746560121356,49/125,539/250,8,NO,YES,YES,YES
open,9,4,0,4,126,126,128/9,352/9,392/225,352/9,0,1515031/4050000,1515031/4050000,3155/81,sqrt(1515031/4050000),0.611622210514842,147/250,392/125,11,NO,YES,YES,YES
open,9,5,0,5,126,126,160/9,160/3,196/75,160/3,0,189679/450000,189679/450000,395/9,sqrt(189679/450000),0.649237159202159,98/125,1029/250,11,NO,YES,YES,YES
open,9,6,0,6,84,84,64/3,208/3,1372/375,208/3,0,1745527/4500000,1745527/4500000,727/18,sqrt(1745527/4500000),0.622812081521296,637/250,637/125,8,NO,YES,YES,YES
open,9,7,0,7,36,36,224/9,784/9,5488/1125,784/9,0,11411953/40500000,11411953/40500000,4753/162,sqrt(11411953/40500000),0.530826353230461,539/125,1519/250,5,NO,YES,YES,YES
open,9,8,0,8,9,9,256/9,320/3,784/125,320/3,0,16807/125000,16807/125000,14,sqrt(16807/125000),0.366682423903846,1519/250,3479/500,2,NO,YES,YES,YES
open,9,9,0,9,1,1,32,128,196/25,128,0,0,0,0,0,0,196/25,196/25,1,YES,YES,YES,YES
open,9,1,1,0,9,9,32/9,64/9,196/1125,64/9,0,16807/10125000,16807/10125000,14/81,sqrt(16807/10125000),0.0407424915448718,49/500,49/250,2,NO,YES,YES,YES
open,9,2,1,1,81,81,64/9,1408/81,6664/10125,16,112/81,22000363/82012500,22000363/82012500,183260/6561,sqrt(22000363/82012500),0.517934568299979,49/250,49/25,7,NO,YES,YES,YES
open,9,3,1,2,324,324,32/3,2384/81,13328/10125,80/3,224/81,397704041/656100000,397704041/656100000,828205/13122,sqrt(397704041/656100000),0.778565191264823,49/125,931/250,12,NO,YES,YES,YES
open,9,4,1,3,756,756,128/9,1168/27,7252/3375,352/9,112/27,338183251/364500000,338183251/364500000,140851/1458,sqrt(338183251/364500000),0.963223968901376,147/250,686/125,22,NO,YES,YES,YES
open,9,5,1,4,1134,1134,160/9,4768/81,31948/10125,160/3,448/81,1916384561/1640250000,1916384561/1640250000,798161/6561,sqrt(1916384561/1640250000),1.08090197027722,98/125,1617/250,24,NO,YES,YES,YES
open,9,6,1,5,1134,1134,64/3,6176/81,43904/10125,208/3,560/81,2108963969/1640250000,2108963969/1640250000,878369/6561,sqrt(2108963969/1640250000),1.13391253630688,833/500,931/125,22,NO,YES,YES,YES
open,9,7,1,6,756,756,224/9,2576/27,19208/3375,784/9,224/27,91907879/72900000,91907879/72900000,191395/1458,sqrt(91907879/72900000),1.12282638058285,343/100,2107/250,18,NO,YES,YES,YES
open,9,8,1,7,324,324,256/9,9424/81,73108/10125,320/3,784/81,143918341/131220000,143918341/131220000,1498525/13122,sqrt(143918341/131220000),1.04726853477767,2597/500,1176/125,13,NO,YES,YES,YES
open,9,9,1,8,81,81,32,11264/81,90356/10125,128,896/81,336291263/410062500,336291263/410062500,560252/6561,sqrt(336291263/410062500),0.905592390542379,3479/500,1029/100,7,NO,YES,YES,YES
open,9,10,1,9,9,9,320/9,1472/9,12152/1125,1360/9,112/9,4857223/10125000,4857223/10125000,4046/81,sqrt(4857223/10125000),0.692622356262821,4753/500,2793/250,2,NO,YES,YES,YES
open,9,2,2,0,36,36,64/9,16,196/375,16,0,521017/4500000,521017/4500000,217/18,sqrt(521017/4500000),0.340266888714661,49/250,147/125,5,NO,YES,YES,YES
open,9,3,2,1,324,324,32/3,2384/81,13328/10125,80/3,224/81,397704041/656100000,397704041/656100000,828205/13122,sqrt(397704041/656100000),0.778565191264823,49/125,931/250,12,NO,YES,YES,YES
open,9,4,2,2,1296,1296,128/9,3616/81,23128/10125,352/9,448/81,1864350089/1640250000,1864350089/1640250000,776489/6561,sqrt(1864350089/1640250000),1.06612643183785,147/250,882/125,25,NO,YES,YES,YES
open,9,5,2,3,3024,3024,160/9,1664/27,11564/3375,160/3,224/27,36780919/22781250,36780919/22781250,122552/729,sqrt(36780919/22781250),1.27063997139231,98/125,441/50,34,NO,YES,YES,YES
open,9,6,2,4,4536,4536,64/3,6512/81,9604/2025,208/3,896/81,6462548407/3280500000,6462548407/3280500000,2691607/13122,sqrt(6462548407/3280500000),1.40356291105813,833/500,1323/125,42,NO,YES,YES,YES
open,9,7,2,5,4536,4536,224/9,8176/81,63112/10125,784/9,1120/81,7072440823/3280500000,7072440823/3280500000,2945623/13122,sqrt(7072440823/3280500000),1.46829946347255,637/250,2891/250,40,NO,YES,YES,YES
open,9,8,2,6,3024,3024,256/9,3328/27,26656/3375,320/3,448/27,4893238/2278125,4893238/2278125,163040/729,sqrt(4893238/2278125),1.4655795447264,539/125,1568/125,34,NO,YES,YES,YES
open,9,9,2,7,1296,1296,32,11936/81,98588/10125,128,1568/81,3189413969/1640250000,3189413969/1640250000,1328369/6561,sqrt(3189413969/1640250000),1.39444189639015,1519/250,3381/250,27,NO,YES,YES,YES
open,9,10,2,8,324,324,320/9,14032/81,118972/10125,1360/9,1792/81,5139631021/3280500000,5139631021/3280500000,2140621/13122,sqrt(5139631021/3280500000),1.2516875998364,1078/125,7203/500,13,NO,YES,YES,YES
open,9,11,2,9,36,36,352/9,1808/9,3136/225,176,224/9,42874657/40500000,42874657/40500000,17857/162,sqrt(42874657/40500000),1.02889917201485,2793/250,1911/125,5,NO,YES,YES,YES
open,9,3,3,0,84,84,32/3,80/3,392/375,80/3,0,1169287/4500000,1169287/4500000,487/18,sqrt(1169287/4500000),0.509746560121356,49/125,539/250,8,NO,YES,YES,YES
open,9,4,3,1,756,756,128/9,1168/27,7252/3375,352/9,112/27,338183251/364500000,338183251/364500000,140851/1458,sqrt(338183251/364500000),0.963223968901376,147/250,686/125,22,NO,YES,YES,YES
open,9,5,3,2,3024,3024,160/9,1664/27,11564/3375,160/3,224/27,36780919/22781250,36780919/22781250,122552/729,sqrt(36780919/22781250),1.27063997139231,98/125,441/50,34,NO,YES,YES,YES
open,9,6,3,3,7056,7056,64/3,736/9,5488/1125,208/3,112/9,45001943/20250000,45001943/20250000,18743/81,sqrt(45001943/20250000),1.49074416746788,833/500,1519/125,45,NO,YES,YES,YES
open,9,7,3,4,10584,10584,224/9,2800/27,21952/3375,784/9,448/27,195098057/72900000,195098057/72900000,406285/1458,sqrt(195098057/72900000),1.6359224335233,637/250,3479/250,50,NO,YES,YES,YES
open,9,8,3,5,10584,10584,256/9,3440/27,28028/3375,320/3,560/27,1065844717/364500000,1065844717/364500000,443917/1458,sqrt(1065844717/364500000),1.71000823604816,539/125,392/25,53,NO,YES,YES,YES
open,9,9,3,6,7056,7056,32,1376/9,11564/1125,128,224/9,59465567/20250000,59465567/20250000,24767/81,sqrt(59465567/20250000),1.71364267275198,1519/250,833/50,47,NO,YES,YES,YES
open,9,10,3,7,3024,3024,320/9,4864/27,41944/3375,1360/9,784/27,30833642/11390625,30833642/11390625,205472/729,sqrt(30833642/11390625),1.64527551905682,1078/125,441/25,34,NO,YES,YES,YES
open,9,11,3,8,756,756,352/9,5648/27,49784/3375,176,896/27,820611379/364500000,820611379/364500000,341779/1458,sqrt(820611379/364500000),1.50044472511114,2793/250,9261/500,18,NO,YES,YES,YES
open,9,12,3,9,84,84,128/3,240,2156/125,608/3,112/3,160867/100000,160867/100000,335/2,sqrt(160867/100000),1.26833355234339,1813/125,4851/250,8,NO,YES,YES,YES
open,9,4,4,0,126,126,128/9,352/9,392/225,352/9,0,1515031/4050000,1515031/4050000,3155/81,sqrt(1515031/4050000),0.611622210514842,147/250,392/125,11,NO,YES,YES,YES
open,9,5,4,1,1134,1134,160/9,4768/81,31948/10125,160/3,448/81,1916384561/1640250000,1916384561/1640250000,798161/6561,sqrt(1916384561/1640250000),1.08090197027722,98/125,1617/250,24,NO,YES,YES,YES
open,9,6,4,2,4536,4536,64/3,6512/81,9604/2025,208/3,896/81,6462548407/3280500000,6462548407/3280500000,2691607/13122,sqrt(6462548407/3280500000),1.40356291105813,833/500,1323/125,42,NO,YES,YES,YES
open,9,7,4,3,10584,10584,224/9,2800/27,21952/3375,784/9,448/27,195098057/72900000,195098057/72900000,406285/1458,sqrt(195098057/72900000),1.6359224335233,637/250,3479/250,50,NO,YES,YES,YES
open,9,8,4,4,15876,15876,256/9,10432/81,85456/10125,320/3,1792/81,105209419/32805000,105209419/32805000,2190950/6561,sqrt(105209419/32805000),1.79084207798177,539/125,2156/125,57,NO,YES,YES,YES
open,9,9,4,5,15876,15876,32,12608/81,21364/2025,128,2240/81,574969871/164025000,574969871/164025000,2394710/6561,sqrt(574969871/164025000),1.87226587079166,1519/250,4753/250,57,NO,YES,YES,YES
open,9,10,4,6,10584,10584,320/9,4976/27,43316/3375,1360/9,896/27,1289080093/364500000,1289080093/364500000,536893/1458,sqrt(1289080093/364500000),1.8805772783544,1078/125,2597/125,53,NO,YES,YES,YES
open,9,11,4,7,4536,4536,352/9,17392/81,30968/2025,176,3136/81,10789534567/3280500000,10789534567/3280500000,4493767/13122,sqrt(10789534567/3280500000),1.81355751920812,2793/250,5439/250,40,NO,YES,YES,YES
open,9,12,4,8,1134,1134,128/3,20000/81,181496/10125,608/3,3584/81,909914173/328050000,909914173/328050000,1894865/6561,sqrt(909914173/328050000),1.66544461187403,1813/125,11319/500,22,NO,YES,YES,YES
open,9,13,4,9,126,126,416/9,2528/9,23324/1125,2080/9,448/9,1639883/810000,1639883/810000,17075/81,sqrt(1639883/810000),1.42286573982939,4459/250,588/25,11,NO,YES,YES,YES
open,9,5,5,0,126,126,160/9,160/3,196/75,160/3,0,189679/450000,189679/450000,395/9,sqrt(189679/450000),0.649237159202159,98/125,1029/250,11,NO,YES,YES,YES
open,9,6,5,1,1134,1134,64/3,6176/81,43904/10125,208/3,560/81,2108963969/1640250000,2108963969/1640250000,878369/6561,sqrt(2108963969/1640250000),1.13391253630688,833/500,931/125,22,NO,YES,YES,YES
open,9,7,5,2,4536,4536,224/9,8176/81,63112/10125,784/9,1120/81,7072440823/3280500000,7072440823/3280500000,2945623/13122,sqrt(7072440823/3280500000),1.46829946347255,637/250,2891/250,40,NO,YES,YES,YES
open,9,8,5,3,10584,10584,256/9,3440/27,28028/3375,320/3,560/27,1065844717/364500000,1065844717/364500000,443917/1458,sqrt(1065844717/364500000),1.71000823604816,539/125,392/25,53,NO,YES,YES,YES
open,9,9,5,4,15876,15876,32,12608/81,21364/2025,128,2240/81,574969871/164025000,574969871/164025000,2394710/6561,sqrt(574969871/164025000),1.87226587079166,1519/250,4753/250,57,NO,YES,YES,YES
open,9,10,5,5,15876,15876,320/9,15040/81,26264/2025,1360/9,2800/81,629424551/164025000,629424551/164025000,2621510/6561,sqrt(629424551/164025000),1.9589205227339,196/25,2793/125,57,NO,YES,YES,YES
open,9,11,5,6,10584,10584,352/9,5872/27,52528/3375,176,1120/27,1414469917/364500000,1414469917/364500000,589117/1458,sqrt(1414469917/364500000),1.96991774040899,2793/250,6027/250,50,NO,YES,YES,YES
open,9,12,5,7,4536,4536,128/3,20336/81,185612/10125,608/3,3920/81,11869638823/3280500000,11869638823/3280500000,4943623/13122,sqrt(11869638823/3280500000),1.90216738564025,1813/125,3234/125,42,NO,YES,YES,YES
open,9,13,5,8,1134,1134,416/9,23200/81,215404/10125,2080/9,4480/81,5013213569/1640250000,5013213569/1640250000,2087969/6561,sqrt(5013213569/1640250000),1.74824816080654,4459/250,13377/500,24,NO,YES,YES,YES
open,9,14,5,9,126,126,448/9,2912/9,5488/225,784/3,560/9,9006151/4050000,9006151/4050000,18755/81,sqrt(9006151/4050000),1.49122130740354,2646/125,6909/250,11,NO,YES,YES,YES
open,9,6,6,0,84,84,64/3,208/3,1372/375,208/3,0,1745527/4500000,1745527/4500000,727/18,sqrt(1745527/4500000),0.622812081521296,637/250,637/125,8,NO,YES,YES,YES
open,9,7,6,1,756,756,224/9,2576/27,19208/3375,784/9,224/27,91907879/72900000,91907879/72900000,191395/1458,sqrt(91907879/72900000),1.12282638058285,343/100,2107/250,18,NO,YES,YES,YES
open,9,8,6,2,3024,3024,256/9,3328/27,26656/3375,320/3,448/27,4893238/2278125,4893238/2278125,163040/729,sqrt(4893238/2278125),1.4655795447264,539/125,1568/125,34,NO,YES,YES,YES
open,9,9,6,3,7056,7056,32,1376/9,11564/1125,128,224/9,59465567/20250000,59465567/20250000,24767/81,sqrt(59465567/20250000),1.71364267275198,1519/250,833/50,47,NO,YES,YES,YES
open,9,10,6,4,10584,10584,320/9,4976/27,43316/3375,1360/9,896/27,1289080093/364500000,1289080093/364500000,536893/1458,sqrt(1289080093/364500000),1.8805772783544,1078/125,2597/125,53,NO,YES,YES,YES
open,9,11,6,5,10584,10584,352/9,5872/27,52528/3375,176,1120/27,1414469917/364500000,1414469917/364500000,589117/1458,sqrt(1414469917/364500000),1.96991774040899,2793/250,6027/250,50,NO,YES,YES,YES
open,9,12,6,6,7056,7056,128/3,2272/9,20776/1125,608/3,448/9,15892219/4050000,15892219/4050000,33095/81,sqrt(15892219/4050000),1.98091006644876,1813/125,686/25,45,NO,YES,YES,YES
open,9,13,6,7,3024,3024,416/9,7808/27,72716/3375,2080/9,1568/27,16607717/4556250,16607717/4556250,276680/729,sqrt(16607717/4556250),1.90919898600842,4459/250,7301/250,34,NO,YES,YES,YES
open,9,14,6,8,756,756,448/9,8848/27,83692/3375,784/3,1792/27,1109768611/364500000,1109768611/364500000,462211/1458,sqrt(1109768611/364500000),1.74488758309543,2646/125,3087/100,22,NO,YES,YES,YES
open,9,15,6,9,84,84,160/3,368,3528/125,880/3,224/3,1073247/500000,1073247/500000,447/2,sqrt(1073247/500000),1.46509180599715,6517/250,3969/125,8,NO,YES,YES,YES
open,9,7,7,0,36,36,224/9,784/9,5488/1125,784/9,0,11411953/40500000,11411953/40500000,4753/162,sqrt(11411953/40500000),0.530826353230461,539/125,1519/250,5,NO,YES,YES,YES
open,9,8,7,1,324,324,256/9,9424/81,73108/10125,320/3,784/81,143918341/131220000,143918341/131220000,1498525/13122,sqrt(143918341/131220000),1.04726853477767,2597/500,1176/125,13,NO,YES,YES,YES
open,9,9,7,2,1296,1296,32,11936/81,98588/10125,128,1568/81,3189413969/1640250000,3189413969/1640250000,1328369/6561,sqrt(3189413969/1640250000),1.39444189639015,1519/250,3381/250,27,NO,YES,YES,YES
open,9,10,7,3,3024,3024,320/9,4864/27,41944/3375,1360/9,784/27,30833642/11390625,30833642/11390625,205472/729,sqrt(30833642/11390625),1.64527551905682,1078/125,441/25,34,NO,YES,YES,YES
open,9,11,7,4,4536,4536,352/9,17392/81,30968/2025,176,3136/81,10789534567/3280500000,10789534567/3280500000,4493767/13122,sqrt(10789534567/3280500000),1.81355751920812,2793/250,5439/250,40,NO,YES,YES,YES
open,9,12,7,5,4536,4536,128/3,20336/81,185612/10125,608/3,3920/81,11869638823/3280500000,11869638823/3280500000,4943623/13122,sqrt(11869638823/3280500000),1.90216738564025,1813/125,3234/125,42,NO,YES,YES,YES
open,9,13,7,6,3024,3024,416/9,7808/27,72716/3375,2080/9,1568/27,16607717/4556250,16607717/4556250,276680/729,sqrt(16607717/4556250),1.90919898600842,4459/250,7301/250,34,NO,YES,YES,YES
open,9,14,7,7,1296,1296,448/9,26656/81,252448/10125,784/3,5488/81,5482561049/1640250000,5482561049/1640250000,2283449/6561,sqrt(5482561049/1640250000),1.82825476891931,2646/125,4067/125,25,NO,YES,YES,YES
open,9,15,7,8,324,324,160/3,30032/81,288512/10125,880/3,6272/81,8878852381/3280500000,8878852381/3280500000,3697981/13122,sqrt(8878852381/3280500000),1.64516096622363,6517/250,17101/500,12,NO,YES,YES,YES
open,9,16,7,9,36,36,512/9,3728/9,7252/225,2944/9,784/9,71110417/40500000,71110417/40500000,29617/162,sqrt(71110417/40500000),1.32507085298564,3871/125,8967/250,5,NO,YES,YES,YES
open,9,8,8,0,9,9,256/9,320/3,784/125,320/3,0,16807/125000,16807/125000,14,sqrt(16807/125000),0.366682423903846,1519/250,3479/500,2,NO,YES,YES,YES
open,9,9,8,1,81,81,32,11264/81,90356/10125,128,896/81,336291263/410062500,336291263/410062500,560252/6561,sqrt(336291263/410062500),0.905592390542379,3479/500,1029/100,7,NO,YES,YES,YES
open,9,10,8,2,324,324,320/9,14032/81,118972/10125,1360/9,1792/81,5139631021/3280500000,5139631021/3280500000,2140621/13122,sqrt(5139631021/3280500000),1.2516875998364,1078/125,7203/500,13,NO,YES,YES,YES
open,9,11,8,3,756,756,352/9,5648/27,49784/3375,176,896/27,820611379/364500000,820611379/364500000,341779/1458,sqrt(820611379/364500000),1.50044472511114,2793/250,9261/500,18,NO,YES,YES,YES
open,9,12,8,4,1134,1134,128/3,20000/81,181496/10125,608/3,3584/81,909914173/328050000,909914173/328050000,1894865/6561,sqrt(909914173/328050000),1.66544461187403,1813/125,11319/500,22,NO,YES,YES,YES
open,9,13,8,5,1134,1134,416/9,23200/81,215404/10125,2080/9,4480/81,5013213569/1640250000,5013213569/1640250000,2087969/6561,sqrt(5013213569/1640250000),1.74824816080654,4459/250,13377/500,24,NO,YES,YES,YES
open,9,14,8,6,756,756,448/9,8848/27,83692/3375,784/3,1792/27,1109768611/364500000,1109768611/364500000,462211/1458,sqrt(1109768611/364500000),1.74488758309543,2646/125,3087/100,22,NO,YES,YES,YES
open,9,15,8,7,324,324,160/3,30032/81,288512/10125,880/3,6272/81,8878852381/3280500000,8878852381/3280500000,3697981/13122,sqrt(8878852381/3280500000),1.64516096622363,6517/250,17101/500,12,NO,YES,YES,YES
open,9,16,8,8,81,81,512/9,33664/81,327712/10125,2944/9,7168/81,833644007/410062500,833644007/410062500,1388828/6561,sqrt(833644007/410062500),1.42582192512614,3871/125,9163/250,7,NO,YES,YES,YES
open,9,17,8,9,9,9,544/9,4160/9,40964/1125,1088/3,896/9,16807/16200,16807/16200,8750/81,sqrt(16807/16200),1.0185622886218,8967/250,19159/500,2,NO,YES,YES,YES
open,9,9,9,0,1,1,32,128,196/25,128,0,0,0,0,0,0,196/25,196/25,1,YES,YES,YES,YES
open,9,10,9,1,9,9,320/9,1472/9,12152/1125,1360/9,112/9,4857223/10125000,4857223/10125000,4046/81,sqrt(4857223/10125000),0.692622356262821,4753/500,2793/250,2,NO,YES,YES,YES
open,9,11,9,2,36,36,352/9,1808/9,3136/225,176,224/9,42874657/40500000,42874657/40500000,17857/162,sqrt(42874657/40500000),1.02889917201485,2793/250,1911/125,5,NO,YES,YES,YES
open,9,12,9,3,84,84,128/3,240,2156/125,608/3,112/3,160867/100000,160867/100000,335/2,sqrt(160867/100000),1.26833355234339,1813/125,4851/250,8,NO,YES,YES,YES
open,9,13,9,4,126,126,416/9,2528/9,23324/1125,2080/9,448/9,1639883/810000,1639883/810000,17075/81,sqrt(1639883/810000),1.42286573982939,4459/250,588/25,11,NO,YES,YES,YES
open,9,14,9,5,126,126,448/9,2912/9,5488/225,784/3,560/9,9006151/4050000,9006151/4050000,18755/81,sqrt(9006151/4050000),1.49122130740354,2646/125,6909/250,11,NO,YES,YES,YES
open,9,15,9,6,84,84,160/3,368,3528/125,880/3,224/3,1073247/500000,1073247/500000,447/2,sqrt(1073247/500000),1.46509180599715,6517/250,3969/125,8,NO,YES,YES,YES
open,9,16,9,7,36,36,512/9,3728/9,7252/225,2944/9,784/9,71110417/40500000,71110417/40500000,29617/162,sqrt(71110417/40500000),1.32507085298564,3871/125,8967/250,5,NO,YES,YES,YES
open,9,17,9,8,9,9,544/9,4160/9,40964/1125,1088/3,896/9,16807/16200,16807/16200,8750/81,sqrt(16807/16200),1.0185622886218,8967/250,19159/500,2,NO,YES,YES,YES
open,9,18,9,9,1,1,64,512,5096/125,400,112,0,0,0,0,0,5096/125,5096/125,1,YES,YES,YES,YES
